,Unnamed: 0,Worksheet Filter,Measure Display,Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,Region,Region Type,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id,place_name
79131,3350887,Value,,1,0.989046979,-2.4%,-0.4%,Foothill Farms,29.0,-3.3%,-14.7%,33.0,-17.5%,-35.3%,15.0,0.0,-7.0,201.28274206,0.08035856,0.15475001300000002,267000.0,0.072289157,0.192230409,174.869716271,0.00535554,0.123916541,$231K,-6.5%,12.4%,1.1,-0.2,-0.4,34.0,-24.4%,-34.6%,2/1/2017,30,2/28/2017,0.03030303,,-0.008912656,All Residential,"Foothill Farms, CA",place,0.344827586,-0.12183908,-0.037525355,California,CA,22693.0,Foothill Farms
79132,3350888,Value,,1,1.053087626,-6.0%,-2.7%,Foster City,8.0,33.3%,-46.7%,29.0,81.3%,107.1%,14.0,-6.0,2.0,792.9411764710001,0.056077558,0.187496448,1375000.0,0.17722602699999998,0.376376376,753.921650518,-0.067530317,0.076260245,"$1,283K",18.2%,6.9%,3.6,0.9,2.7,25.0,66.7%,31.6%,2/1/2017,30,2/28/2017,0.068965517,,,All Residential,"Foster City, CA",place,0.625,-0.20833333,-0.24166667,California,CA,6524.0,Foster City
79133,3350889,Value,,1,0.989797798,0.0%,0.3%,Fountain Valley,20.0,-33.3%,11.1%,48.0,-9.4%,-17.2%,69.0,5.0,19.0,382.142857143,-0.001651786,0.039557891,709900.0,-0.039377537,0.014143582,378.97985705,0.030765999,-0.022644673,$752K,11.8%,15.1%,2.4,0.6,-0.8,35.0,12.9%,-2.8%,2/1/2017,30,2/28/2017,,,,All Residential,"Fountain Valley, CA",place,0.3,0.066666667,0.022222222000000003,California,CA,6539.0,Fountain Valley
79134,3350890,Value,,1,1.043170826,3.0%,-0.4%,Fremont,103.0,10.8%,-1.0%,139.0,26.4%,6.9%,11.0,-7.0,-2.0,574.7126436780001,0.0030907990000000004,0.067662422,868888.0,-0.021522523,0.092940881,578.034682081,0.023377659,0.057892037,$863K,-1.4%,10.6%,1.3,0.1,0.0,159.0,21.4%,-13.1%,2/1/2017,30,2/28/2017,0.007194245,-0.001896665,-0.000498063,All Residential,"Fremont, CA",place,0.7475728159999999,0.199185719,0.026418969,California,CA,6671.0,Fremont
79135,3350891,Value,,1,0.986622749,-0.5%,0.0%,French Valley,35.0,-16.7%,-18.6%,103.0,10.8%,-1.0%,74.0,30.0,32.0,154.88703202899998,-0.0043480540000000005,0.022174749,411250.0,-0.011418268999999998,0.049107143,151.795631248,0.037499556,0.085040675,$381K,0.5%,5.5%,2.9,0.7,0.5,62.0,51.2%,14.8%,2/1/2017,30,2/28/2017,0.019417476,0.008664788,-0.019044063,All Residential,"French Valley, CA",place,0.171428571,-0.042857143,-0.037873754,California,CA,32694.0,French Valley
79136,3350892,Value,,1,0.99574031,0.0%,-0.1%,Fresno,374.0,-3.6%,-11.2%,805.0,-7.0%,-27.7%,31.0,4.0,-6.0,140.239246546,0.029278874,0.073196001,220000.0,0.005025126,0.023255814,133.204185438,-0.010793153,0.122882942,$201K,-8.1%,3.1%,2.2,0.0,-0.4,504.0,8.4%,-8.0%,2/1/2017,30,2/28/2017,0.029813665,-0.008292571,-0.010617602,All Residential,"Fresno, CA",place,0.13636363599999998,-0.002811621,0.005722306,California,CA,6904.0,Fresno
79137,3350893,Value,,1,0.983137456,0.3%,0.8%,Fullerton,89.0,9.9%,-2.2%,253.0,-0.4%,6.3%,56.0,-4.0,5.0,365.786160054,0.00751541,0.060746581,649894.0,0.08324693700000001,0.103385399,351.185250219,-0.023330961,0.053555751,$563K,-6.9%,2.3%,2.8,-0.3,0.2,128.0,23.1%,0.8%,2/1/2017,30,2/28/2017,0.003952569,1.556129594e-05,-0.008652473,All Residential,"Fullerton, CA",place,0.224719101,0.039533916,0.081861958,California,CA,7158.0,Fullerton
79138,3350894,Value,,1,0.990735917,1.5%,-0.4%,Galt,22.0,-33.3%,0.0%,41.0,-4.7%,0.0%,43.0,-4.0,13.0,201.224212511,-0.10382619,0.118417155,352500.0,0.084615385,0.137096774,197.77849467400003,0.087781721,0.160899109,$325K,0.3%,14.0%,1.9,0.6,0.0,34.0,78.9%,36.0%,2/1/2017,30,2/28/2017,,,,All Residential,"Galt, CA",place,0.227272727,-0.015151515,-0.22727273,California,CA,7188.0,Galt
79139,3350895,Value,,1,0.982086893,0.1%,-0.3%,Garden Grove,65.0,-35.6%,-15.6%,182.0,8.3%,-1.1%,65.0,2.0,16.0,352.219754977,-0.0032706640000000004,0.013404207,549000.0,0.055769231,0.066019418,348.13596491199996,0.029487782,0.06026359200000001,$492K,-4.8%,-0.8%,2.8,1.1,0.4,121.0,42.4%,2.5%,2/1/2017,30,2/28/2017,,,,All Residential,"Garden Grove, CA",place,0.2,0.011881188,-0.007792208,California,CA,7381.0,Garden Grove
79140,3350896,Value,,1,1.000674535,1.0%,-0.4%,Gardena,30.0,-11.8%,-9.1%,58.0,-24.7%,-23.7%,47.0,3.0,-9.0,342.868277475,-0.003641635,0.048675171,464900.0,-0.021263158,0.035412027,335.357159781,0.001271766,0.056784026,$488K,12.0%,14.8%,1.9,-0.4,-0.4,41.0,-10.9%,-16.3%,2/1/2017,30,2/28/2017,0.034482759,0.021495746,-0.004990926,All Residential,"Gardena, CA",place,0.6333333329999999,0.192156863,0.360606061,California,CA,7193.0,Gardena
79141,3350897,Value,,1,0.987282261,0.7%,0.0%,Gilroy,27.0,-40.0%,-47.1%,89.0,8.5%,2.3%,49.0,-6.0,3.0,335.555555556,-0.057083947,-0.016398053,705000.0,0.038291605,0.093966272,326.846528085,0.009396305,0.055965706,$680K,2.3%,4.8%,3.3,1.5,1.6,37.0,5.7%,-26.0%,2/1/2017,30,2/28/2017,0.011235955,-0.013154289,-0.000258298,All Residential,"Gilroy, CA",place,0.222222222,-0.11111111,-0.13071895,California,CA,7521.0,Gilroy
79142,3350898,Value,,1,0.999365895,-0.2%,0.3%,Glendale,78.0,-18.8%,-9.3%,238.0,9.7%,26.6%,56.0,12.0,26.0,472.15890589400004,0.037565495,0.073303071,704500.0,-0.09563543,-0.05941255,450.746029199,0.045353104000000005,0.08832784800000001,$738K,8.9%,16.5%,3.1,0.8,0.9,134.0,25.2%,10.7%,2/1/2017,30,2/28/2017,0.008403361,-0.005421523,-0.018192383,All Residential,"Glendale, CA",place,0.41025641,-0.02724359,0.073047108,California,CA,7646.0,Glendale
79143,3350899,Value,,1,0.992488218,1.8%,0.2%,Glendora,32.0,-20.0%,45.5%,131.0,-0.8%,-0.8%,74.0,9.0,22.0,364.92003124300004,0.05549946,0.066191527,539950.0,-0.06905011900000001,-0.018272727,314.42969124900003,-0.071217382,-0.048125966,$525K,-4.5%,1.4%,4.1,0.8,-1.9,50.0,6.4%,8.7%,2/1/2017,30,2/28/2017,,,,All Residential,"Glendora, CA",place,0.34375,0.24375,0.025568182,California,CA,7650.0,Glendora
79144,3350900,Value,,1,0.975558428,-0.1%,2.0%,Goleta,18.0,-21.7%,80.0%,56.0,1.8%,21.7%,90.0,3.0,36.0,566.377535391,0.1771035,0.073256825,847000.0,0.178025035,0.129333333,513.672964306,0.082827469,0.145316427,$815K,15.5%,62.1%,3.1,0.7,-1.5,16.0,-15.8%,-23.8%,2/1/2017,30,2/28/2017,0.017857143,,-0.003881988,All Residential,"Goleta, CA",place,0.0,-0.043478261,-0.1,California,CA,7747.0,Goleta
79145,3350901,Value,,1,0.98725429,0.3%,0.9%,Granite Bay,17.0,21.4%,-10.5%,84.0,0.0%,-26.3%,116.0,38.0,64.0,283.624421555,0.136388516,0.137049668,750000.0,-0.089805825,-0.056543843,256.857855362,0.053574347,-0.041417076,$740K,-0.7%,13.0%,4.9,-1.1,-1.1,41.0,64.0%,-29.3%,2/1/2017,30,2/28/2017,,,,All Residential,"Granite Bay, CA",place,0.176470588,0.033613445,-0.034055728,California,CA,23110.0,Granite Bay
79146,3350902,Value,,1,0.983603333,0.2%,1.0%,Hacienda Heights,32.0,-22.0%,77.8%,96.0,-6.8%,-16.5%,90.0,21.0,13.0,361.99507395300003,0.056139585,0.125723027,599000.0,-0.025937068,0.050877193,324.157559199,-0.046544566,-0.007683432,$533K,-8.2%,22.4%,3.0,0.5,-3.4,38.0,0.0%,-19.1%,2/1/2017,30,2/28/2017,,,,All Residential,"Hacienda Heights, CA",place,0.21875,-0.073932927,0.107638889,California,CA,23174.0,Hacienda Heights
79147,3350903,Value,,1,0.990829706,-0.6%,0.0%,Hawthorne,22.0,-26.7%,-31.3%,71.0,-12.3%,-1.4%,40.0,1.0,2.0,455.77119645,0.061227249,0.35716923799999994,572450.0,-0.083933429,0.107253385,429.248125585,0.149438577,0.306109989,$538K,-6.3%,17.0%,3.2,0.5,0.9,32.0,-37.3%,-47.5%,2/1/2017,30,2/28/2017,0.014084507,0.001738828,0.000195618,All Residential,"Hawthorne, CA",place,0.5,0.1,0.15625,California,CA,8306.0,Hawthorne
79148,3350904,Value,,1,1.020207601,-0.1%,-0.2%,Hayward,75.0,-20.2%,-3.8%,104.0,-11.9%,-17.5%,29.0,1.0,8.0,395.934368491,0.052612565,0.046723043,579000.0,0.017775028000000002,0.158115812,390.14647137199995,-0.009158991,0.064273963,$560K,1.3%,9.3%,1.4,0.1,-0.2,101.0,2.0%,-17.9%,2/1/2017,30,2/28/2017,0.038461539,,0.022588523,All Residential,"Hayward, CA",place,0.573333333,-0.01177305,-0.080512821,California,CA,8439.0,Hayward
79149,3350905,Value,,1,0.983020938,0.6%,-0.2%,Hemet,142.0,18.3%,6.0%,343.0,-12.9%,-12.3%,69.0,17.0,21.0,142.69702833,0.007893306999999999,0.076713941,249900.0,0.05688306200000001,0.091266376,139.182516002,0.018612606,0.102207074,$228K,-2.3%,8.6%,2.4,-0.9,-0.5,154.0,-3.8%,-18.5%,2/1/2017,30,2/28/2017,0.017492711,0.004802356,0.004704988,All Residential,"Hemet, CA",place,0.302816901,0.011150235,0.034160185,California,CA,8481.0,Hemet
79150,3350906,Value,,1,1.021221892,1.6%,-0.7%,Hercules,20.0,-35.5%,-4.8%,22.0,-31.3%,4.8%,37.0,5.0,21.0,311.857123413,-0.033607594,0.100005126,424450.0,0.233866279,0.063784461,307.432255588,-0.020828266,0.08439741099999999,$375K,-25.0%,8.7%,1.1,0.1,0.1,18.0,-10.0%,-14.3%,2/1/2017,30,2/28/2017,,,,All Residential,"Hercules, CA",place,0.55,0.033870968,-0.16428571,California,CA,8519.0,Hercules
79151,3350907,Value,,1,0.987178616,-0.7%,1.1%,Hesperia,83.0,0.0%,38.3%,243.0,0.0%,21.5%,58.0,3.0,9.0,147.312748016,0.034247632,0.132094082,251450.0,0.093736407,0.093498587,136.323658751,-0.000293169,0.121521373,$245K,6.5%,11.1%,2.9,0.0,-0.4,96.0,1.1%,11.6%,2/1/2017,30,2/28/2017,0.016460905,0.0,-0.003539095,All Residential,"Hesperia, CA",place,0.313253012,-0.048192771,-0.003413655,California,CA,8562.0,Hesperia
79152,3350908,Value,,1,0.980456109,-1.0%,-0.4%,Highland,46.0,-14.8%,24.3%,152.0,4.1%,17.8%,50.0,-13.0,1.0,180.94731240000002,0.013477419,0.08143251,317000.0,0.022580645,0.096885813,174.483928932,-0.03350418,0.126875374,$277K,-4.5%,4.5%,3.3,0.6,-0.2,67.0,11.7%,-16.3%,2/1/2017,30,2/28/2017,0.006578947,-0.007119683000000002,-0.024428805,All Residential,"Highland, CA",place,0.239130435,-0.20531401,-0.08519389,California,CA,8599.0,Highland
79153,3350909,Value,,1,0.985954632,0.9%,-0.5%,Hollister,38.0,35.7%,0.0%,114.0,-4.2%,-7.3%,58.0,-6.0,-8.0,285.348234973,-0.07218058599999999,0.039502072,514938.0,0.053042945,0.04566555,280.538512655,0.015049913,0.020575912,$508K,-2.7%,12.5%,3.0,-1.3,-0.2,40.0,-7.0%,-16.7%,2/1/2017,30,2/28/2017,0.00877193,-0.008034793,,All Residential,"Hollister, CA",place,0.184210526,-0.065789474,-0.10526316,California,CA,8716.0,Hollister
79154,3350910,Value,,1,0.986633838,0.6%,0.2%,Huntington Beach,115.0,6.5%,-1.7%,354.0,2.3%,-15.5%,61.0,8.0,12.0,475.619425173,0.031299054,0.077802161,769000.0,0.019218025,0.048040886,442.02898550699996,0.020613724,0.022192029,$735K,3.6%,4.9%,3.1,-0.1,-0.5,165.0,-1.8%,-22.5%,2/1/2017,30,2/28/2017,0.0028248590000000003,,-0.001948411,All Residential,"Huntington Beach, CA",place,0.27826087,0.139371981,0.06458565599999999,California,CA,9164.0,Huntington Beach
79155,3350911,Value,,1,0.927277534,1.3%,0.8%,Indian Wells,25.0,38.9%,31.6%,264.0,-1.5%,-21.9%,79.0,-20.0,-22.0,252.39627923700002,-0.064367039,0.032680201,727500.0,-0.051499348,0.040772532,234.71307619900003,0.085803142,-0.047795129000000006,$720K,35.6%,-4.0%,10.6,-4.3,-7.2,40.0,-31.0%,-28.6%,2/1/2017,30,2/28/2017,0.034090909,0.004240163,-0.00141205,All Residential,"Indian Wells, CA",place,0.0,0.0,-0.052631579000000005,California,CA,9269.0,Indian Wells
79156,3350912,Value,,1,0.981908088,0.5%,0.5%,Indio,107.0,-6.1%,12.6%,614.0,0.2%,-19.2%,86.0,13.0,-2.0,167.649226234,-0.0132541,0.099753282,310000.0,-0.0016103060000000002,0.097345133,154.314159292,0.032919883,0.104238004,$285K,5.8%,9.6%,5.7,0.3,-2.3,165.0,-1.8%,-11.3%,2/1/2017,30,2/28/2017,0.003257329,-5.313750392e-06,-0.011216355,All Residential,"Indio, CA",place,0.130841121,-0.000737826,-0.037579931,California,CA,9273.0,Indio
79157,3350913,Value,,1,1.001703385,2.3%,1.1%,Inglewood,40.0,5.3%,17.6%,75.0,-12.8%,-1.3%,23.0,0.0,-8.0,353.01668806199996,0.042546145999999986,0.270618285,450000.0,-0.09900891,0.12500281300000002,357.308201058,-0.025439575,0.402265271,$482K,2.0%,20.7%,1.9,-0.4,-0.3,55.0,-8.3%,17.0%,2/1/2017,30,2/28/2017,,,,All Residential,"Inglewood, CA",place,0.375,0.059210526,-0.007352941,California,CA,9307.0,Inglewood
79158,3350914,Value,,1,0.981693317,0.0%,-0.2%,Irvine,170.0,1.8%,-14.1%,492.0,-5.4%,-11.5%,51.0,-23.0,-6.0,452.486187845,-0.004327188,0.029729282000000006,869000.0,0.07549505,0.121290323,441.04393226199994,0.011550925,0.043321958,$797K,8.4%,7.0%,2.9,-0.2,0.1,231.0,-11.5%,-21.2%,2/1/2017,30,2/28/2017,0.010162602,0.002470294,0.004766918,All Residential,"Irvine, CA",place,0.217647059,0.061958436,0.076232917,California,CA,9361.0,Irvine
79159,3350915,Value,,1,0.986815773,0.8%,0.5%,Jurupa Valley,49.0,-27.9%,6.5%,178.0,0.6%,21.9%,75.0,5.0,32.0,230.576631292,0.06613894299999999,0.06965094299999999,379450.0,-0.039367089,0.085693848,219.21182266,0.041339629,0.049592767,$383K,14.7%,16.1%,3.6,1.0,0.4,78.0,9.9%,1.3%,2/1/2017,30,2/28/2017,0.011235955,0.005586238,-0.002462675,All Residential,"Jurupa Valley, CA",place,0.306122449,0.085534214,0.023513753,California,CA,35832.0,Jurupa Valley
79160,3350916,Value,,1,0.993865684,-3.7%,2.4%,La Cañada Flintridge,15.0,7.1%,0.0%,61.0,10.9%,17.3%,48.0,-10.0,19.0,666.272189349,0.059725404,0.021213556,1997000.0,0.248905566,0.178171091,602.040816327,0.045043857,0.046896441,"$1,420K",-37.3%,-0.4%,4.1,0.2,0.6,29.0,0.0%,-35.6%,2/1/2017,30,2/28/2017,0.016393443,,-0.022068096,All Residential,"La Cañada Flintridge, CA",place,0.533333333,0.033333333,0.4,California,CA,9895.0,La Cañada Flintridge
79161,3350917,Value,,1,0.988404255,0.5%,-0.4%,La Habra,43.0,4.9%,10.3%,94.0,-6.9%,-13.0%,48.0,-6.0,13.0,349.174102802,-0.014093793,0.056011841,559950.0,0.091520468,0.12665996,336.71528218099996,0.00616105,0.060736074,$485K,-2.0%,7.8%,2.2,-0.3,-0.6,50.0,0.0%,-16.7%,2/1/2017,30,2/28/2017,0.010638298,-0.009163682,-0.01713948,All Residential,"La Habra, CA",place,0.325581395,0.081678956,0.017889088,California,CA,9975.0,La Habra
79162,3350918,Value,,1,0.988256089,0.9%,1.4%,La Mesa,73.0,9.0%,32.7%,101.0,-1.0%,-31.3%,37.0,7.0,18.0,333.333333333,-0.002221114,0.034360938,549450.0,0.101102204,0.150801131,327.69556025400004,0.059453994,0.096687808,$488K,4.3%,12.2%,1.4,-0.1,-1.3,82.0,-7.9%,-21.2%,2/1/2017,30,2/28/2017,0.01980198,-0.019413706,-0.000606183,All Residential,"La Mesa, CA",place,0.232876712,0.008996115,-0.076214197,California,CA,10202.0,La Mesa
79163,3350919,Value,,1,0.991607367,-0.3%,0.3%,La Mirada,31.0,72.2%,-6.1%,69.0,3.0%,27.8%,45.0,-22.0,18.0,391.18705036,0.028531884,0.130314341,539000.0,0.016981132,0.200445434,367.981790592,0.024908392,0.138051001,$535K,-4.0%,11.5%,2.2,-1.5,0.6,39.0,18.2%,0.0%,2/1/2017,30,2/28/2017,,,,All Residential,"La Mirada, CA",place,0.322580645,0.044802867,-0.010752688,California,CA,10208.0,La Mirada
79164,3350920,Value,,1,0.987888453,0.8%,0.4%,La Presa,28.0,-28.2%,-12.5%,36.0,-37.9%,-37.9%,50.0,16.0,21.0,289.613848202,0.06367267900000001,0.115920264,415000.0,0.0375,0.05867346900000001,273.184921746,-0.006600285,0.129685372,$407K,-1.5%,5.7%,1.3,-0.2,-0.5,33.0,-5.7%,-25.0%,2/1/2017,30,2/28/2017,0.111111111,0.059386973,0.076628353,All Residential,"La Presa, CA",place,0.214285714,-0.067765568,-0.004464286,California,CA,23755.0,La Presa
79165,3350921,Value,,1,0.987512003,-1.8%,0.5%,La Puente,57.0,39.0%,67.6%,118.0,-12.6%,-2.5%,43.0,-21.0,-5.0,363.76008468,0.085090107,0.10296187,427000.0,-0.011574073999999998,0.016908788,343.186372745,0.003221559,0.115226702,$415K,-2.2%,3.8%,2.1,-1.2,-1.5,54.0,-12.9%,-26.0%,2/1/2017,30,2/28/2017,0.016949153,,0.000420227,All Residential,"La Puente, CA",place,0.350877193,-0.088147197,0.086171311,California,CA,10290.0,La Puente
79166,3350922,Value,,1,0.953134857,-0.1%,0.0%,La Quinta,124.0,15.9%,26.5%,991.0,0.4%,-22.0%,98.0,9.0,-17.0,223.865374809,-0.030879571,0.048840433,449000.0,-0.16921084,-0.082737487,196.794342076,-0.071003227,-0.004679971,$375K,-10.7%,-3.8%,8.0,-1.2,-5.0,195.0,-13.7%,-15.2%,2/1/2017,30,2/28/2017,0.009081736,-0.011181689,-0.001933213,All Residential,"La Quinta, CA",place,0.10483871,0.048763943,0.013001975,California,CA,10297.0,La Quinta
79167,3350923,Value,,1,0.992944818,0.9%,0.7%,La Verne,17.0,-19.0%,-5.6%,63.0,-10.0%,-18.2%,36.0,-55.0,8.0,318.377911993,0.003455888,0.008367911,635000.0,0.068225098,0.069115362,328.94736842099996,0.015120037,-0.027690058,$618K,7.5%,4.7%,3.7,0.4,-0.6,27.0,12.5%,-41.3%,2/1/2017,30,2/28/2017,0.015873016,,0.002886003,All Residential,"La Verne, CA",place,0.235294118,-0.098039216,-0.04248366,California,CA,10417.0,La Verne
79168,3350924,Value,,1,0.992587621,0.9%,1.3%,Ladera Ranch,28.0,-22.2%,7.7%,121.0,11.0%,-25.3%,38.0,-32.0,-14.0,340.84968207,0.017430071000000002,0.035336687,739350.0,0.08807947,-0.039181287,329.14478243400004,0.021389517,0.021701071,$611K,9.1%,5.3%,4.3,1.3,-1.9,64.0,23.1%,-17.9%,2/1/2017,30,2/28/2017,0.008264463,,-0.004081216,All Residential,"Ladera Ranch, CA",place,0.214285714,0.01984127,0.13736263699999998,California,CA,33325.0,Ladera Ranch
79169,3350925,Value,,1,1.047339068,4.7%,4.4%,Lafayette,13.0,8.3%,-7.1%,40.0,37.9%,-4.8%,12.0,-47.0,-34.0,580.1430374419999,-0.016316502,-0.020758545,1299000.0,0.387820513,-0.13255426,561.124694377,0.225711349,-0.023491755,$880K,0.7%,-16.8%,3.1,0.7,0.1,41.0,51.9%,2.5%,2/1/2017,30,2/28/2017,0.025,,,All Residential,"Lafayette, CA",place,0.615384615,0.282051282,0.258241758,California,CA,9927.0,Lafayette
79170,3350926,Value,,1,1.002020855,0.6%,0.6%,Laguna,53.0,71.0%,23.3%,28.0,-26.3%,-44.0%,14.0,-6.0,-17.0,207.296554827,0.046545714,0.105606633,349900.0,0.029120674,0.093608376,203.83693045599998,0.032093324,0.153346414,$338K,3.0%,15.0%,0.5,-0.7,-0.7,46.0,7.0%,-17.9%,2/1/2017,30,2/28/2017,0.071428571,0.018796993,,All Residential,"Laguna, CA",place,0.5471698110000001,0.224589166,0.175076788,California,CA,23655.0,Laguna
79171,3350927,Value,,1,0.952934111,1.9%,-0.7%,Laguna Beach,31.0,-6.1%,24.0%,231.0,5.0%,11.1%,156.0,68.0,10.0,1169.997919634,0.160941819,0.087203213,2219000.0,0.170976253,0.010933941,889.679715302,-0.01384899,0.029027141,"$1,875K",13.6%,8.5%,7.5,0.8,-0.8,64.0,20.8%,-7.2%,2/1/2017,30,2/28/2017,0.017316017,-0.014502165,-0.001914752,All Residential,"Laguna Beach, CA",place,0.129032258,0.098729228,0.049032258,California,CA,9948.0,Laguna Beach
79172,3350928,Value,,1,0.985307662,0.8%,2.0%,Laguna Hills,56.0,-1.8%,-5.1%,163.0,-5.8%,-24.5%,73.0,-9.0,3.0,382.501807664,0.143631987,0.106467958,624800.0,0.562390598,0.105840708,329.706106964,-0.054842493,0.07703994900000001,$407K,-23.9%,18.0%,2.9,-0.1,-0.8,75.0,-2.6%,-25.7%,2/1/2017,30,2/28/2017,0.012269939,0.006489592,0.003010679,All Residential,"Laguna Hills, CA",place,0.28571428600000004,0.180451128,0.16707021800000002,California,CA,9956.0,Laguna Hills
79173,3350929,Value,,1,0.981504238,0.8%,0.5%,Laguna Niguel,66.0,-15.4%,-7.0%,226.0,7.1%,-15.4%,67.0,-9.0,9.0,416.204217536,0.001517313,0.026867934,929999.0,0.305261754,0.129324833,396.419139351,0.045494445,0.034653954,$667K,6.0%,1.0%,3.4,0.7,-0.4,115.0,40.2%,-14.2%,2/1/2017,30,2/28/2017,,,,All Residential,"Laguna Niguel, CA",place,0.212121212,0.071095571,0.099445156,California,CA,9965.0,Laguna Niguel
79174,3350930,Value,,1,0.978315547,0.4%,1.0%,Laguna Woods,61.0,-20.8%,-19.7%,225.0,-6.3%,-17.3%,65.0,-21.0,-4.0,276.671348931,-0.016031735,0.144531711,289000.0,-0.090336796,0.035842294,242.962962963,-0.024897808,0.042754681,$275K,-3.5%,4.9%,3.7,0.6,0.1,72.0,-33.9%,-39.5%,2/1/2017,30,2/28/2017,0.008888889,0.004722222,-0.016846405,All Residential,"Laguna Woods, CA",place,0.196721311,0.092825208,0.117773943,California,CA,9968.0,Laguna Woods
79175,3350931,Value,,1,0.967383354,0.1%,1.2%,Lake Arrowhead,50.0,38.9%,56.3%,225.0,-8.2%,0.9%,142.0,43.0,53.0,221.446646915,0.04521854,0.17333832,376000.0,-0.18243096,0.075976535,183.11403508799998,0.072533293,0.249306227,$327K,27.4%,34.3%,4.5,-2.3,-2.5,38.0,40.7%,-44.1%,2/1/2017,30,2/28/2017,0.013333333,0.009251701,0.004364723,All Residential,"Lake Arrowhead, CA",place,0.06,-0.16222222,-0.065,California,CA,23681.0,Lake Arrowhead
79176,3350932,Value,,1,0.991965841,0.1%,0.1%,Lake Elsinore,77.0,-6.1%,22.2%,213.0,-8.2%,-22.3%,53.0,-4.0,11.0,174.87852283799995,0.044262683,0.092856288,349888.0,0.029082353,0.042139751,167.886774036,0.026568871,0.073694485,$324K,1.3%,3.7%,2.8,0.0,-1.5,105.0,32.9%,2.9%,2/1/2017,30,2/28/2017,0.004694836,-0.016856888,-0.01355334,All Residential,"Lake Elsinore, CA",place,0.4415584420000001,0.039119417,0.092352092,California,CA,10038.0,Lake Elsinore
79177,3350933,Value,,1,0.989127068,0.3%,0.2%,Lake Forest,60.0,-3.2%,-9.1%,152.0,2.0%,-14.6%,55.0,11.0,13.0,382.96703296699997,0.011298226,0.074387151,650000.0,-0.037037037,0.04,362.783548866,-0.039402265,0.038875576,$636K,4.8%,10.7%,2.5,0.1,-0.2,93.0,-6.1%,-25.6%,2/1/2017,30,2/28/2017,,,,All Residential,"Lake Forest, CA",place,0.333333333,0.218579235,0.090909091,California,CA,10039.0,Lake Forest
79178,3350934,Value,,1,0.9756389999999999,-1.7%,-1.0%,Lakeland Village,14.0,-22.2%,-17.6%,37.0,-14.0%,-31.5%,49.0,-24.0,15.0,177.321769194,-0.050164242000000005,-0.000800438,312500.0,0.118069979,-0.023132229,153.397384256,-0.18690343,-0.018970217,$258K,-2.8%,-9.6%,2.6,0.2,-0.6,18.0,0.0%,-5.3%,2/1/2017,30,2/28/2017,,,,All Residential,"Lakeland Village, CA",place,0.35714285700000004,-0.25396825,0.004201681,California,CA,23693.0,Lakeland Village
79179,3350935,Value,,1,0.987279615,1.5%,0.1%,Lakeside,23.0,0.0%,-28.1%,55.0,-5.2%,-40.9%,32.0,-8.0,-1.0,283.857318396,0.104891772,0.08011348900000001,492000.0,0.010370675,0.071895425,246.47887323900002,-0.11306231,-0.05239931,$445K,1.6%,8.5%,2.4,-0.1,-0.5,46.0,27.8%,2.2%,2/1/2017,30,2/28/2017,,,,All Residential,"Lakeside, CA",place,0.260869565,0.130434783,0.073369565,California,CA,23714.0,Lakeside
79180,3350936,Value,,1,0.996294711,0.4%,0.1%,Lakewood,56.0,12.0%,16.7%,111.0,-17.2%,-2.6%,35.0,-15.0,-3.0,416.053019146,0.079177524,0.061158883,549900.0,0.03774297,0.08912656,379.977972984,-0.077307244,0.020876598,$527K,-4.1%,7.4%,2.0,-0.7,-0.4,65.0,-28.6%,-27.0%,2/1/2017,30,2/28/2017,,,,All Residential,"Lakewood, CA",place,0.482142857,0.14214285699999998,-0.017857143,California,CA,10167.0,Lakewood
79181,3350937,Value,,1,0.991130529,0.7%,0.3%,Lancaster,179.0,0.0%,9.8%,472.0,-8.2%,-14.2%,44.0,-2.0,-4.0,142.811704835,-0.008227638,0.108127404,245000.0,0.021258858,0.053763441,137.546468401,-0.021561338,0.141010477,$230K,-2.1%,21.1%,2.6,-0.3,-0.8,225.0,-0.9%,-12.5%,2/1/2017,30,2/28/2017,0.006355932,-0.011153795,-0.002734977,All Residential,"Lancaster, CA",place,0.43575419,0.122905028,0.098330877,California,CA,10233.0,Lancaster
